,age,gender,race,date,city,state,cause,body_camera
5325,25,Male,White,16/11/2015,Dalton,GA,Gunshot,False
5326,28,Male,White,16/11/2015,Centerville,TX,Gunshot,False
5327,32,Male,White,15/11/2015,Spring Lake,NC,"Gunshot, Taser",False
5328,24,Male,Black,15/11/2015,Minneapolis,MN,Gunshot,False
5329,39,Male,Black,15/11/2015,Oakland,CA,Gunshot,False
5330,16,Male,Black,15/11/2015,Philadelphia,PA,Gunshot,False
5332,31,Male,Hispanic,14/11/2015,Riverside,CA,Gunshot,False
5333,25,Male,White,13/11/2015,Eden,GA,Gunshot,False
5334,52,Male,White,13/11/2015,Trenton,TN,Gunshot,False
5335,25,Male,Hispanic,13/11/2015,Jurupa Valley,CA,Gunshot,False
5336,42,Male,Hispanic,12/11/2015,Sunnyvale,CA,Gunshot,False
5337,25,Male,Hispanic,11/11/2015,San Francisco,CA,Gunshot,False
5338,32,Male,Black,11/11/2015,Baltimore,MD,Gunshot,False
5339,57,Male,White,11/11/2015,Aiken,SC,Gunshot,False
5340,31,Male,Hispanic,11/11/2015,Albuquerque,NM,Gunshot,False
5341,22,Male,White,10/11/2015,Dillon,MT,Gunshot,False
5342,34,Male,Hispanic,10/11/2015,Chico,CA,Gunshot,False
5343,36,Male,Hispanic,10/11/2015,Brighton,CO,Gunshot,False
5344,63,Male,White,10/11/2015,Colorado Springs,CO,Gunshot,False
5345,25,Male,Hispanic,09/11/2015,Laredo,TX,Gunshot,False
5346,26,Male,White,09/11/2015,Orlando,WV,Gunshot,False
5347,35,Male,Hispanic,09/11/2015,Los Angeles,CA,"Gunshot, Taser",False
5348,45,Male,Hispanic,09/11/2015,San Jose,CA,Gunshot,False
5349,20,Male,Black,09/11/2015,Spartanburg,SC,Gunshot,False
5352,51,Male,White,06/11/2015,Portland,OR,Gunshot,False
5354,48,Male,White,06/11/2015,Wadesboro,NC,Gunshot,False
5355,55,Male,White,06/11/2015,Las Vegas,NV,Gunshot,False
5356,20,Male,White,05/11/2015,Hominy,OK,Gunshot,False
5357,30,Male,White,05/11/2015,Lakeshire,MO,Gunshot,False
5358,36,Female,White,05/11/2015,Goose Creek,SC,Gunshot,False
5359,48,Male,White,05/11/2015,Morgantown,WV,Gunshot,False
5360,18,Male,Asian,04/11/2015,Merced,CA,Gunshot,False
5361,30,Male,White,04/11/2015,Springfield,MO,Gunshot,False
5362,57,Male,Black,04/11/2015,Houston,TX,Gunshot,False
5363,47,Male,White,04/11/2015,San Diego,CA,Gunshot,True
5364,6,Male,White,03/11/2015,Marksville,LA,Gunshot,True
5365,62,Male,Black,02/11/2015,Washington,DC,Gunshot,False
5366,20,Male,White,01/11/2015,Eureka,CA,Gunshot,False
5367,49,Male,White,01/11/2015,Hutchinson,MN,Gunshot,False
5368,62,Male,White,01/11/2015,Council,ID,Gunshot,True
5370,33,Male,White,31/10/2015,Colorado Springs,CO,Gunshot,False
5371,56,Male,Black,31/10/2015,Opelika,AL,Gunshot,False
5373,25,Male,Black,30/10/2015,Houston,TX,Gunshot,False
5374,29,Male,Hispanic,30/10/2015,Mesquite,TX,Gunshot,False
5375,30,Male,White,30/10/2015,Fort Gibson,OK,"Gunshot, Taser",False
5376,62,Male,White,30/10/2015,Burkesville,KY,Gunshot,False
5377,18,Male,White,29/10/2015,Hohenwald,TN,Gunshot,False
5378,25,Male,Black,29/10/2015,Columbus,OH,Gunshot,False
5381,34,Male,Black,28/10/2015,Jacksonville,FL,Gunshot,False
5382,35,Male,White,28/10/2015,Salem,OR,Gunshot,False
5383,57,Male,White,28/10/2015,Smithville,MS,Gunshot,False
5384,29,Male,Black,28/10/2015,San Diego,CA,Gunshot,False
5385,25,Male,Black,27/10/2015,Savannah,GA,Gunshot,True
5386,21,Female,Black,26/10/2015,Washington,DC,Gunshot,False
5387,18,Male,Asian,26/10/2015,Tampa,FL,Gunshot,False
5389,45,Male,Black,26/10/2015,Frederick,MD,Gunshot,False
5390,36,Male,White,25/10/2015,Talking Rock,GA,Gunshot,False
5391,28,Male,White,24/10/2015,Zanesville,OH,Gunshot,False
5392,34,Male,Hispanic,24/10/2015,Riverside,CA,Gunshot,False
5393,34,Male,Black,24/10/2015,Cape Coral,FL,Gunshot,True
5394,47,Male,White,24/10/2015,Salem,WI,Gunshot,False
5395,61,Male,White,24/10/2015,New Paltz,NY,Gunshot,False
5396,30,Male,Black,24/10/2015,Cathedral City,CA,Gunshot,False
5397,49,Male,White,24/10/2015,Sterling,AK,Gunshot,False
5398,18,Male,Black,23/10/2015,Midwest City,OK,Gunshot,False
5399,36,Male,Black,22/10/2015,Carmichael,CA,Gunshot,False
5400,38,Male,Black,22/10/2015,Shreveport,LA,Gunshot,False
5401,53,Male,White,22/10/2015,Pine Top,KY,Gunshot,False
5402,35,Male,Hispanic,21/10/2015,Calexico,CA,Gunshot,False
5403,47,Male,White,21/10/2015,Kentwood,MI,Gunshot,False
5404,21,Male,Hispanic,21/10/2015,Visalia,CA,Gunshot,False
5406,21,Male,White,20/10/2015,Cedar Rapids,IA,Gunshot,False
5407,30,Male,White,20/10/2015,Mandeville,LA,Gunshot,False
5408,40,Male,Hispanic,20/10/2015,Truth or Consequences,NM,Gunshot,False
5409,30,Male,White,20/10/2015,Louisville,KY,Gunshot,False
5410,39,Male,Black,20/10/2015,San Diego,CA,Gunshot,False
5412,53,Male,Black,19/10/2015,Los Angeles,CA,Gunshot,False
5413,28,Male,White,18/10/2015,Fresno,CA,Gunshot,False
5414,31,Male,Black,18/10/2015,Palm Beach,FL,Gunshot,False
5417,28,Male,Black,17/10/2015,York,PA,"Gunshot, Taser",False
5418,18,Male,Black,17/10/2015,Richmond,VA,Gunshot,False
5419,22,Male,Hispanic,17/10/2015,Modesto,CA,Gunshot,False
5423,45,Male,Unknown race,16/10/2015,Winder,GA,Gunshot,False
5424,27,Male,Hispanic,16/10/2015,La Puente,CA,Gunshot,False
5425,33,Male,Black,16/10/2015,Columbus,MS,Gunshot,False
5426,15,Male,Hispanic,15/10/2015,Homestead,FL,Gunshot,False
5427,20,Male,Black,15/10/2015,Houston,TX,Gunshot,False
5428,25,Male,Black,15/10/2015,Columbus,OH,Gunshot,False
5429,27,Male,Hispanic,15/10/2015,San Francisco,CA,Gunshot,False
5430,35,Male,White,15/10/2015,Kirkland,WA,Gunshot,False
5431,50,Female,White,15/10/2015,Las Vegas,NV,Gunshot,False
5432,31,Male,White,15/10/2015,Cleveland,OH,Gunshot,False
5433,27,Male,White,14/10/2015,Catersville,GA,Gunshot,False
5434,46,Female,White,14/10/2015,Naples,FL,Gunshot,False
5435,57,Male,Black,14/10/2015,Evergreen,AL,Gunshot,False
5436,59,Male,Unknown race,14/10/2015,Seaside,CA,Gunshot,False
5437,18,Male,Hispanic,14/10/2015,Indio,CA,Gunshot,False
5438,31,Male,White,12/10/2015,Brookhaven,MS,Gunshot,False
5439,40,Male,Black,12/10/2015,Lawton,OK,Gunshot,False
5440,23,Male,Black,11/10/2015,Taylors ,SC,Gunshot,False
5441,43,Male,Hispanic,11/10/2015,Odessa,TX,Gunshot,False
5442,44,Male,Asian,11/10/2015,Lake Charles,LA,Gunshot,False
5443,34,Male,Hispanic,11/10/2015,San Bernardino,CA,Gunshot,False
5444,31,Male,White,10/10/2015,Old Saybrook,CT,Gunshot,False
5445,40,Male,White,10/10/2015,Lakeview,MI,Gunshot,False
5446,35,Male,Hispanic,10/10/2015,Lisle,IL,"Gunshot, Taser",False
5447,38,Male,White,10/10/2015,Pinon Hills,CA,Gunshot,False
5448,49,Male,White,10/10/2015,Beverly,MA,Gunshot,False
5449,19,Male,Hispanic,09/10/2015,Columbia,MD,Gunshot,False
5450,62,Female,White,09/10/2015,Aguanga,CA,Gunshot,False
5451,46,Male,Hispanic,07/10/2015,West Palm Beach,FL,Gunshot,False
5452,39,Male,White,06/10/2015,Monterey,CA,Gunshot,False
5453,50,Male,White,05/10/2015,Woodbridge Township,NJ,Gunshot,False
5454,51,Male,White,05/10/2015,Hurst,TX,Gunshot,False
5455,27,Male,Asian,05/10/2015,Akron,OH,Gunshot,False
5456,27,Male,White,04/10/2015,Muscle Shoals,AL,Gunshot,False
5457,31,Male,Black,04/10/2015,Chicago,IL,Gunshot,False
5458,45,Male,White,04/10/2015,Los Angeles,CA,Gunshot,False
5459,26,Male,Hispanic,02/10/2015,Rialto,CA,"Gunshot, Taser",False
5460,28,Male,Hispanic,02/10/2015,Sierra Vista,AZ,Gunshot,False
5461,55,Female,White,02/10/2015,Aloha,OR,Gunshot,False
5462,29,Male,White,02/10/2015,Amarillo,TX,Gunshot,False
5463,28,Male,Black,30/09/2015,Beckley,WV,Gunshot,False
5465,37,Male,White,29/09/2015,Mora,MN,Gunshot,False
5466,46,Male,Native American,29/09/2015,Rapid City,SD,Gunshot,False
5467,31,Male,Black,28/09/2015,North Miami,FL,"Gunshot, Taser",False
5468,59,Male,Hispanic,28/09/2015,San Diego,CA,Gunshot,True
5469,37,Female,Hispanic,27/09/2015,Los Angeles,CA,Gunshot,True
5470,40,Male,Hispanic,27/09/2015,Ponder,TX,Gunshot,False
5471,43,Male,White,27/09/2015,Rossville,GA,Gunshot,False
5472,23,Male,Hispanic,26/09/2015,Lovington,NM,Gunshot,False
5473,46,Male,Black,26/09/2015,Baton Rouge,LA,Gunshot,False
5474,33,Male,Black,25/09/2015,Chicago,IL,"Gunshot, Taser",False
5475,45,Male,White,25/09/2015,Wilhoit,AZ,Gunshot,False
5476,21,Male,White,25/09/2015,Akron,OH,Gunshot,False
5477,40,Male,Hispanic,25/09/2015,Fresno,CA,Gunshot,True
5478,17,Male,White,24/09/2015,Fountain,CO,Gunshot,False
5479,42,Male,Black,24/09/2015,Miami,FL,Gunshot,False
5480,30,Male,Native American,24/09/2015,St Paul,MN,Gunshot,False
5481,28,Male,Black,23/09/2015,Wilmington,DE,Gunshot,False
5482,35,Male,White,23/09/2015,McKinney,TX,Gunshot,False
5483,45,Male,White,23/09/2015,Troutdale,VA,Gunshot,False
5484,48,Male,Black,23/09/2015,Salt Lake City,UT,Gunshot,False
5485,19,Male,Black,23/09/2015,Reisterstown,MD,Gunshot,False
5486,26,Male,White,22/09/2015,North Las Vegas,NV,Gunshot,False
5487,32,Male,Black,22/09/2015,Haywood,CA,Gunshot,False
5488,33,Male,White,22/09/2015,Niceville,FL,Gunshot,False
5489,55,Male,White,22/09/2015,Anderson,CA,Gunshot,False
5490,23,Female,White,21/09/2015,Sand City,CA,Gunshot,False
5491,24,Male,Hispanic,21/09/2015,Dallas,TX,Gunshot,False
5492,26,Male,White,21/09/2015,Barberville,FL,Gunshot,False
5493,27,Male,White,21/09/2015,Sand City,CA,Gunshot,False
5494,21,Male,White,21/09/2015,Paris,TX,"Gunshot, Taser",False
5495,34,Male,Hispanic,21/09/2015,Auburndale,FL,Gunshot,False
5496,23,Male,White,20/09/2015,Harrisonburg,VA,Gunshot,True
5497,56,Male,White,20/09/2015,Shelbyville,IN,Gunshot,False
5498,46,Male,White,19/09/2015,Slidell,LA,Gunshot,False
5499,57,Male,White,19/09/2015,St. Stephens,AL,Gunshot,True
5501,47,Male,White,18/09/2015,Cumberland Furnace,TN,Gunshot,False
5502,32,Male,White,18/09/2015,San Bernardino,CA,Gunshot,False
5503,50,Male,White,17/09/2015,Beaverton,MI,Gunshot,False
5504,61,Male,White,17/09/2015,Brodhead,KY,Gunshot,False
5505,31,Male,White,16/09/2015,Lead,SD,Gunshot,False
5506,21,Male,Black,15/09/2015,Chalmette,LA,Gunshot,False
5507,27,Male,Black,15/09/2015,Alexandria,LA,Gunshot,False
5508,32,Male,Hispanic,15/09/2015,Los Angeles,CA,Gunshot,True
5509,39,Male,Hispanic,15/09/2015,Los Angeles,CA,Gunshot,False
5510,51,Male,Hispanic,15/09/2015,Miami,FL,Gunshot,False
5511,25,Male,Black,14/09/2015,Eddyville,KY,Gunshot,False
5512,28,Male,White,14/09/2015,Barstow,CA,Gunshot,False
5513,29,Male,White,13/09/2015,Clute,TX,Gunshot,False
5514,39,Male,White,13/09/2015,Wellman,IA,Gunshot,False
5515,67,Male,Black,13/09/2015,Pond Creek,OK,Gunshot,False
5516,45,Male,White,12/09/2015,Knoxville,TN,Gunshot,False
5517,23,Male,White,12/09/2015,Sylacauga,AL,Gunshot,False
5518,31,Male,White,11/09/2015,Chester,PA,Gunshot,False
5519,44,Male,White,11/09/2015,Broomfield,CO,Gunshot,False
5520,29,Male,Black,10/09/2015,Indianapolis,IN,Gunshot,False
5521,31,Male,Asian,10/09/2015,Potsdam,NY,Gunshot,False
5522,32,Male,White,10/09/2015,Lodi,CA,Gunshot,False
5523,35,Male,Hispanic,10/09/2015,Fontana,CA,Gunshot,False
5524,41,Male,Hispanic,10/09/2015,Downey,CA,Gunshot,False
5525,25,Male,White,09/09/2015,Green Bay,WI,Gunshot,False
5526,33,Male,Native American,09/09/2015,North Pole,AK,Gunshot,False
5527,37,Male,Black,09/09/2015,Kansas City,MO,Gunshot,False
5528,59,Male,Asian,09/09/2015,El Monte,CA,Gunshot,False
5529,19,Male,Native American,08/09/2015,Fairbanks,AK,Gunshot,False
5531,45,Male,Hispanic,07/09/2015,Fresno,CA,Gunshot,True
5534,28,Male,Asian,06/09/2015,Shreveport,LA,Gunshot,False
5535,45,Male,White,06/09/2015,Hobbs,NM,Gunshot,False
5536,59,Male,Hispanic,06/09/2015,Miami,FL,Gunshot,False
5537,32,Male,Hispanic,05/09/2015,Ontario,CA,Gunshot,True
5538,35,Male,Black,05/09/2015,Virginia Beach,VA,Gunshot,False
5539,21,Male,Black,05/09/2015,Durham,NC,Gunshot,False
5540,28,Female,Black,05/09/2015,Virginia Beach,VA,Gunshot,False
5542,23,Male,White,04/09/2015,Merrimack,NH,Gunshot,False
5543,27,Male,White,04/09/2015,Weitchpec,CA,Gunshot,False
5544,36,Male,White,04/09/2015,Springtown,TX,Gunshot,False
5545,37,Male,Asian,04/09/2015,Mitchell,SD,Gunshot,False
5546,49,Male,Hispanic,04/09/2015,French Lick,IN,"Gunshot, Taser",False
5548,45,Male,White,02/09/2015,Prescott,AZ,Gunshot,True
5549,33,Male,Black,01/09/2015,Bluefield,WV,Gunshot,False
5550,47,Male,White,01/09/2015,Artesia,NM,Gunshot,False
5551,76,Male,White,01/09/2015,Twinsburg,OH,Gunshot,False
5552,45,Male,White,31/08/2015,Loveland,CO,Gunshot,False
5555,20,Male,White,30/08/2015,Cushing,OK,Gunshot,False
5556,40,Male,Hispanic,30/08/2015,Tucson,AZ,Gunshot,False
5557,25,Male,Black,29/08/2015,North Las Vegas,NV,Gunshot,False
5558,43,Male,White,29/08/2015,San Antonio,TX,Gunshot,False
5559,29,Male,Hispanic,29/08/2015,Chicago,IL,Gunshot,False
5560,23,Male,White,28/08/2015,Longview,TX,Gunshot,False
5561,28,Male,White,28/08/2015,Spanish Fork,UT,Gunshot,True
5562,61,Male,Black,28/08/2015,Mt. Vernon,NY,Gunshot,False
5563,41,Male,Hispanic,28/08/2015,San Antonio,TX,Gunshot,False
5564,30,Male,Black,27/08/2015,Oakland,CA,Gunshot,True
5565,42,Male,Black,27/08/2015,Dallas,TX,"Gunshot, Taser",False
5566,54,Male,White,27/08/2015,San Diego,CA,Gunshot,True
5567,29,Male,Hispanic,27/08/2015,Los Angeles,CA,Gunshot,False
5568,27,Male,White,26/08/2015,West Jordan,UT,Gunshot,False
5569,46,Male,White,26/08/2015,Hixson,TN,Gunshot,False
5570,22,Male,White,26/08/2015,Hendersonville,TN,Gunshot,False
5571,22,Male,Hispanic,25/08/2015,Miami,FL,Gunshot,False
5572,30,Male,Hispanic,25/08/2015,Santa Fe,NM,Gunshot,False
5573,34,Male,Black,25/08/2015,West Chester,PA,Gunshot,False
5574,45,Male,White,25/08/2015,Phoenix,AZ,Gunshot,False
5575,53,Male,White,25/08/2015,Thonotosassa,FL,Gunshot,False
5576,36,Male,White,23/08/2015,Jacksonville,FL,Gunshot,False
5577,36,Male,White,23/08/2015,Arab,AL,Gunshot,False
5578,53,Male,Black,23/08/2015,Archdale,NC,Gunshot,False
5579,57,Male,White,23/08/2015,Las Vegas,NV,Gunshot,False
5580,21,Male,White,23/08/2015,Brick,NJ,Gunshot,False
5581,31,Male,White,22/08/2015,Cohasset,MN,Gunshot,False
5582,39,Male,Black,22/08/2015,Troy,NY,"Gunshot, Taser",False
5583,64,Male,White,22/08/2015,King George,VA,Gunshot,False
5584,29,Male,White,22/08/2015,Bakersfield,CA,Gunshot,False
5585,26,Male,White,22/08/2015,Wichita,KS,Gunshot,False
5587,38,Male,White,21/08/2015,Wake Forest,NC,Gunshot,False
5588,57,Male,White,21/08/2015,Grapeview,WA,Gunshot,False
5590,30,Male,White,21/08/2015,North East,MD,Gunshot,False
5591,17,Male,Hispanic,20/08/2015,Ontario,CA,Gunshot,False
5592,19,Male,White,20/08/2015,Beverly,OH,Gunshot,False
5593,50,Male,White,20/08/2015,Tuscaloosa,AL,"Gunshot, Taser",False
5594,24,Male,Black,19/08/2015,Bloomfield Hills,MI,Gunshot,False
5595,29,Male,White,19/08/2015,Hunters,WA,Gunshot,False
5596,44,Male,White,19/08/2015,Waynesville,NC,Gunshot,False
5597,18,Male,Black,19/08/2015,St. Louis,MO,Gunshot,False
5598,35,Male,Black,17/08/2015,Houston,TX,Gunshot,False
5599,40,Male,Hispanic,17/08/2015,San Jose,CA,Gunshot,False
5600,29,Male,Hispanic,16/08/2015,San Jose,CA,Gunshot,False
5601,47,Male,White,16/08/2015,Kerrville,TX,Gunshot,False
5602,23,Male,Black,15/08/2015,Sunnyvale,CA,Gunshot,False
5603,30,Male,White,15/08/2015,Carson City,NV,Gunshot,False
5604,34,Male,Black,15/08/2015,Inyokern,CA,Gunshot,False
5605,43,Male,White,15/08/2015,Hanover,IN,"Gunshot, Taser",False
5607,26,Male,Hispanic,14/08/2015,Boerne,TX,Gunshot,False
5608,38,Male,Black,14/08/2015,New York,NY,Gunshot,False
5609,53,Male,White,14/08/2015,Bolton,CT,"Gunshot, Taser",False
5610,30,Male,Black,14/08/2015,Spauldings,MD,Gunshot,False
5611,24,Male,White,12/08/2015,Odessa,TX,Gunshot,False
5612,27,Male,Black,12/08/2015,Toledo,OH,Gunshot,False
5613,27,Male,Black,12/08/2015,Oakland,CA,Gunshot,True
5614,27,Male,Hispanic,12/08/2015,Hemet,CA,Gunshot,False
5615,30,Female,Black,12/08/2015,Los Angeles,CA,"Gunshot, Taser",False
5616,49,Male,White,12/08/2015,Hobbs,NM,Gunshot,False
5617,34,Male,White,11/08/2015,Sandpoint,ID,Gunshot,False
5618,48,Male,White,11/08/2015,Waco,TX,"Gunshot, Taser",False
5619,24,Male,White,10/08/2015,Gilbert,AZ,Gunshot,False
5620,22,Male,Hispanic,09/08/2015,San Jose,CA,Gunshot,False
5621,41,Male,White,09/08/2015,Ardmore,OK,Gunshot,False
5622,77,Male,Unknown race,09/08/2015,Pittston,PA,Gunshot,False
5623,15,Male,Black,09/08/2015,Indianapolis,IN,Gunshot,False
5624,24,Male,Black,08/08/2015,Summerville,SC,Gunshot,False
5625,33,Male,Unknown race,08/08/2015,Brookshire,TX,Gunshot,False
5626,46,Male,White,08/08/2015,Spokane,WA,Gunshot,False
5627,59,Male,White,08/08/2015,Gastonia,NC,Gunshot,False
5628,25,Male,Black,07/08/2015,Greenville,NC,Gunshot,False
5629,28,Male,Black,07/08/2015,Long Beach,CA,Gunshot,False
5630,19,Male,Black,07/08/2015,Arlington,TX,Gunshot,False
5632,30,Male,White,07/08/2015,Fresno,CA,Gunshot,False
5633,24,Male,Hispanic,07/08/2015,Las Vegas,NV,Gunshot,True
5634,53,Male,White,07/08/2015,Superior,MT,Gunshot,False
5635,22,Male,Black,06/08/2015,El Paso,TX,Gunshot,False
5636,42,Male,Hispanic,06/08/2015,Elsmere,KY,Gunshot,False
5639,18,Male,White,05/08/2015,Louisville,KY,Gunshot,False
5640,20,Male,Black,05/08/2015,Richmond,VA,Gunshot,False
5641,29,Male,Hispanic,05/08/2015,Nashville,TN,Gunshot,False
5642,39,Male,Black,05/08/2015,Kahului,HI,Gunshot,False
5643,40,Male,White,05/08/2015,Tacoma,WA,Gunshot,False
5644,51,Male,White,05/08/2015,Greenfield,WI,Gunshot,False
5645,31,Male,Black,04/08/2015,Rantoul,IL,Gunshot,True
5646,55,Male,Hispanic,04/08/2015,Oceanside,CA,Gunshot,False
5647,18,Male,White,03/08/2015,Palmyra,PA,Gunshot,False
5648,49,Male,Black,03/08/2015,Oakland,CA,Gunshot,False
5649,71,Male,White,03/08/2015,Powhatan,VA,Gunshot,False
5650,35,Male,White,03/08/2015,Muncie,IN,Gunshot,False
5651,63,Male,White,02/08/2015,Houston,TX,Gunshot,False
5652,29,Male,Hispanic,01/08/2015,Tucson,AZ,Gunshot,False
5653,52,Male,Unknown race,01/08/2015,Nitro,WV,Gunshot,False
5655,33,Male,Hispanic,31/07/2015,Albuquerque,NM,Gunshot,True
5656,34,Male,White,31/07/2015,Roswell,NM,Gunshot,False
5657,25,Male,White,30/07/2015,Mt. Shasta,CA,Gunshot,False
5658,30,Male,Hispanic,30/07/2015,Fort Worth,TX,Gunshot,False
5659,47,Male,Hispanic,30/07/2015,Whittier,CA,"Gunshot, Taser",False
5660,48,Male,White,30/07/2015,Gardnerville,NV,Gunshot,False
5662,34,Male,Hispanic,29/07/2015,Las Cruces,NM,Gunshot,False
5664,53,Male,White,29/07/2015,Logan,UT,Gunshot,False
5665,41,Male,White,28/07/2015,Manila,AR,Gunshot,False
5667,22,Male,White,27/07/2015,Boulder,CO,"Gunshot, Taser",False
5668,56,Male,White,27/07/2015,Columbia,SC,Gunshot,False
5669,45,Male,White,27/07/2015,Houma,LA,Gunshot,False
5670,33,Male,Black,26/07/2015,Shreveport,LA,Gunshot,False
5671,19,Male,White,26/07/2015,Seneca,SC,Gunshot,False
5672,50,Male,White,25/07/2015,Brinson,GA,Gunshot,False
5673,59,Male,Black,25/07/2015,Micanopy,FL,Gunshot,False
5674,36,Male,Black,25/07/2015,Las Vegas,NV,Gunshot,False
5675,60,Male,White,25/07/2015,New Orleans,LA,Gunshot,False
5676,30,Male,White,24/07/2015,Pinnacle,NC,"Gunshot, Taser",False
5677,44,Male,White,24/07/2015,Studio City,CA,Gunshot,False
5678,32,Male,White,23/07/2015,Myrtle Beach,SC,Gunshot,False
5679,34,Male,Black,23/07/2015,Dayton,OH,Gunshot,False
5680,44,Female,White,23/07/2015,Meadow Vista,CA,Gunshot,False
5681,31,Male,White,23/07/2015,Plymouth,MN,"Gunshot, Taser",False
5682,47,Male,White,23/07/2015,Douglas,WY,Gunshot,False
5683,25,Male,Hispanic,22/07/2015,Monroe,WI,Gunshot,False
5684,26,Male,Black,22/07/2015,Oklahoma City,OK,"Gunshot, Taser",False
5685,27,Male,Black,22/07/2015,Philadelphia,PA,Gunshot,False
5686,24,Male,White,21/07/2015,Oakland Park,FL,Gunshot,False
5687,35,Male,White,21/07/2015,Jesup,GA,Gunshot,False
5688,47,Male,White,21/07/2015,NE White,GA,Gunshot,False
5689,35,Male,White,20/07/2015,Winnie,TX,Gunshot,False
5691,54,Male,Asian,20/07/2015,Fremont,CA,Gunshot,False
5694,43,Male,Black,19/07/2015,Cincinnati,OH,Gunshot,True
5695,22,Male,White,18/07/2015,Fort Collins,CO,Gunshot,False
5696,46,Male,White,18/07/2015,Phoenix,AZ,Gunshot,False
5697,65,Male,White,18/07/2015,Colby,KS,Gunshot,False
5700,27,Male,White,17/07/2015,Seattle,WA,Gunshot,False
5701,50,Male,White,17/07/2015,Needles,CA,Gunshot,False
5702,19,Male,Black,17/07/2015,Memphis,TN,Gunshot,False
5703,23,Male,Black,17/07/2015,Orlando,FL,"Gunshot, Taser",False
5704,24,Male,Hispanic,17/07/2015,Brownsville,TX,Gunshot,False
5705,23,Male,Native American,16/07/2015,Cheyenne,WY,Gunshot,False
5706,24,Male,Asian,16/07/2015,Chattanooga,TN,Gunshot,False
5707,29,Male,White,16/07/2015,Opp,AL,Gunshot,False
5708,29,Male,Hispanic,16/07/2015,Wauwatosa,WI,Gunshot,False
5709,30,Male,White,16/07/2015,Kansas City,KS,Gunshot,False
5710,35,Male,Black,16/07/2015,Homestead,FL,Gunshot,False
5711,25,Male,Black,16/07/2015,Moreno Valley,CA,"Gunshot, Taser",False
5712,43,Male,White,15/07/2015,Marion,MI,"Gunshot, Taser",False
5713,20,Male,Black,14/07/2015,Mascotte,FL,Gunshot,False
5714,76,Male,White,14/07/2015,Southington,OH,Gunshot,False
5715,20,Male,Black,13/07/2015,Stone Mountain,GA,Gunshot,False
5716,24,Male,White,13/07/2015,Dunsmuir,CA,Gunshot,False
5717,41,Male,White,13/07/2015,Los Angeles,CA,"Gunshot, Taser",False
5718,23,Male,Hispanic,13/07/2015,Lynn,MA,Gunshot,False
5719,24,Male,White,12/07/2015,River Forest,IL,Gunshot,False
5720,27,Male,White,12/07/2015,Casper,WY,Gunshot,False
5721,35,Male,Native American,12/07/2015,Denver,CO,Gunshot,False
5722,60,Male,White,12/07/2015,Austin,TX,Gunshot,False
5723,36,Male,Black,12/07/2015,Plantation,FL,"Gunshot, Taser",False
5724,31,Male,White,11/07/2015,Olivehurst,CA,Gunshot,False
5726,25,Male,Black,10/07/2015,Chicago,IL,Gunshot,False
5727,54,Male,White,10/07/2015,Las Vegas,NV,Gunshot,True
5728,20,Male,Black,10/07/2015,Covington,GA,Gunshot,False
5729,17,Male,White,09/07/2015,Boulder Creek,CA,Gunshot,False
5730,21,Male,Black,09/07/2015,Kansas City,MO,Gunshot,False
5731,27,Male,Black,09/07/2015,Chicago,IL,Gunshot,False
5732,38,Male,White,09/07/2015,Los Angeles,CA,"Gunshot, Taser",False
5733,50,Male,White,09/07/2015,Parowan,UT,Gunshot,False
5734,68,Male,White,09/07/2015,Phoenix,AZ,Gunshot,False
5735,59,Male,White,08/07/2015,Beaverton,OR,Gunshot,False
5737,62,Male,White,08/07/2015,Crumpler,NC,Gunshot,True
5738,18,Male,Black,07/07/2015,Missouri City,TX,Gunshot,False
5739,28,Male,White,07/07/2015,Elizabethtown,KY,Gunshot,False
5740,33,Male,White,07/07/2015,Mesa,AZ,Gunshot,False
5741,35,Male,White,07/07/2015,Sugar Creek,MO,Gunshot,False
5742,37,Male,Black,07/07/2015,Atlantic City,NJ,Gunshot,False
5743,39,Male,Hispanic,07/07/2015,Edinburg,TX,Gunshot,False
5744,47,Male,Hispanic,07/07/2015,Bakersfield,CA,Gunshot,False
5745,59,Male,White,07/07/2015,Dallas,TX,Gunshot,False
5746,20,Male,White,06/07/2015,Oklahoma City,OK,Gunshot,False
