,age,gender,race,date,city,state,cause,body_camera
507,46,Male,White,27/03/2020,Buchanan,VA,Gunshot,False
508,51,Male,Unknown race,27/03/2020,Turner,OR,Gunshot,False
509,Unknown,Male,Unknown race,27/03/2020,Lehigh Acres,FL,Gunshot,False
510,55,Female,White,26/03/2020,Ormond Beach,FL,Gunshot,False
511,32,Male,White,26/03/2020,Linwood,NC,Gunshot,False
512,19,Male,White,25/03/2020,Pahrump,NV,Gunshot,True
513,53,Male,White,25/03/2020,London,AR,Gunshot,False
515,31,Male,Hispanic,24/03/2020,El Paso,TX,Gunshot,False
516,34,Male,White,24/03/2020,Schenectady,NY,Gunshot,False
517,45,Male,White,24/03/2020,Clemmons,NC,Gunshot,False
518,32,Female,White,24/03/2020,Shelton,WA,Gunshot,False
519,46,Male,Hispanic,23/03/2020,San Antonio,TX,Gunshot,False
520,50,Male,White,23/03/2020,Mojave,CA,Gunshot,False
521,55,Male,Unknown race,22/03/2020,Fresno,CA,Gunshot,True
523,28,Male,Unknown race,21/03/2020,Taylorsville,UT,Gunshot,False
525,30,Male,Unknown race,21/03/2020,Mojave,CA,Gunshot,False
527,18,Male,Black,20/03/2020,Cuthbert,GA,Gunshot,False
528,23,Male,Black,20/03/2020,Virginia Beach,VA,Gunshot,False
529,39,Male,White,20/03/2020,Winchester,TN,Gunshot,False
530,31,Male,Black,20/03/2020,Tallahassee,FL,Gunshot,False
531,33,Male,White,19/03/2020,Wheeling,MO,Gunshot,False
532,47,Male,White,19/03/2020,Port Jervis,NY,"Gunshot, Taser",False
533,61,Male,Black,19/03/2020,Iota,LA,Gunshot,False
534,28,Male,Black,18/03/2020,Abilene,TX,"Gunshot, Taser",False
537,39,Male,Black,17/03/2020,Atlanta,GA,Gunshot,False
538,51,Male,White,17/03/2020,Grand Junction,CO,Gunshot,False
539,35,Male,Black,16/03/2020,Webster City,IA,Gunshot,False
540,58,Male,Hispanic,16/03/2020,San Antonio,TX,Gunshot,False
541,Unknown,Male,Unknown race,16/03/2020,Naranja,FL,Gunshot,False
542,55,Male,Unknown race,16/03/2020,Tucson,AZ,Gunshot,False
543,42,Female,White,16/03/2020,Myerstown,PA,Gunshot,False
544,19,Male,White,15/03/2020,Chase City,VA,Gunshot,False
545,25,Female,Hispanic,15/03/2020,Long Beach,CA,Gunshot,False
546,33,Male,White,15/03/2020,High Point,NC,Gunshot,False
547,47,Male,White,15/03/2020,Dillon,MT,Gunshot,False
549,20,Male,White,14/03/2020,Pueblo,CO,Gunshot,False
550,30,Male,Unknown race,14/03/2020,San Joaquin,CA,Gunshot,False
551,31,Male,Hispanic,14/03/2020,Ranchos De Taos,NM,Gunshot,False
552,32,Male,White,14/03/2020,Springfield,OR,Gunshot,False
553,48,Male,Unknown race,14/03/2020,Cocoa,FL,Gunshot,False
554,30,Male,White,13/03/2020,Louisville,KY,Gunshot,True
555,40,Male,White,13/03/2020,Murfreesboro,TN,Gunshot,False
556,50,Male,Asian,13/03/2020,Garland,TX,Gunshot,False
557,62,Male,White,13/03/2020,New Kensington,PA,Gunshot,False
558,26,Female,Black,13/03/2020,Louisville,KY,Gunshot,False
559,41,Male,Hispanic,13/03/2020,Chandler,AZ,Gunshot,False
560,Unknown,Male,Hispanic,13/03/2020,Claremore,OK,Gunshot,False
561,21,Male,White,12/03/2020,Potomac,MD,Gunshot,True
562,47,Male,Black,12/03/2020,Kansas City,MO,Gunshot,False
563,32,Female,White,11/03/2020,Anchor Point,AK,Gunshot,False
564,38,Male,White,11/03/2020,Elkton,FL,Gunshot,False
566,44,Male,Hispanic,10/03/2020,Bell Gardens,CA,Gunshot,False
567,29,Female,Hispanic,09/03/2020,Torrence,CA,Gunshot,False
568,43,Female,White,09/03/2020,Dinuba,CA,Gunshot,False
569,47,Male,Hispanic,09/03/2020,Elmendorf,TX,Gunshot,False
571,57,Male,White,08/03/2020,Backus,MN,Gunshot,False
572,65,Male,Unknown race,08/03/2020,Montgomery,AL,Gunshot,False
573,82,Male,White,08/03/2020,Apache Junction,AZ,Gunshot,False
574,27,Male,Black,08/03/2020,Fort Lauderdale,FL,Gunshot,False
575,37,Male,White,08/03/2020,Wasilla,AK,Gunshot,False
576,33,Male,Unknown race,07/03/2020,Coolbaugh Township,PA,Gunshot,False
577,43,Male,White,07/03/2020,Northridge,OH,Gunshot,False
578,24,Male,Black,06/03/2020,Fairfield,OH,Gunshot,False
579,41,Male,Unknown race,06/03/2020,Tucson,AZ,Gunshot,False
580,42,Male,White,06/03/2020,Tulsa,OK,Gunshot,False
581,32,Male,White,06/03/2020,Edison,CA,Gunshot,False
582,25,Male,Black,05/03/2020,Pittsburgh,PA,Gunshot,False
583,31,Male,White,05/03/2020,Richmond,VA,Gunshot,False
585,64,Male,White,05/03/2020,Ozark,AL,Gunshot,False
587,73,Male,Unknown race,04/03/2020,Fayetteville,NC,Gunshot,False
589,39,Male,White,03/03/2020,Riverside,WA,Gunshot,False
590,48,Male,Unknown race,03/03/2020,Miami,FL,Gunshot,False
592,37,Male,White,03/03/2020,Manila,AR,Gunshot,False
593,34,Male,Unknown race,02/03/2020,Keithville,LA,Gunshot,False
594,73,Male,White,02/03/2020,Sherman,TX,Gunshot,False
596,32,Male,Hispanic,01/03/2020,Santa Clarita,CA,Gunshot,False
597,35,Male,White,01/03/2020,Pueblo,CO,Gunshot,False
598,Unknown,Male,Unknown race,01/03/2020,Santa Ana,CA,Gunshot,False
599,Unknown,Male,Unknown race,01/03/2020,Cloverleaf,TX,Gunshot,False
600,31,Male,White,29/02/2020,Mocksville,NC,Gunshot,False
601,45,Male,Hispanic,29/02/2020,San Antonio,TX,Gunshot,False
602,45,Male,White,29/02/2020,Henderson,NV,Gunshot,False
603,49,Male,Black,29/02/2020,Milwaukee,WI,Gunshot,False
605,22,Male,Hispanic,28/02/2020,Moses Lake,WA,Gunshot,False
606,36,Male,White,28/02/2020,Lakeville,MN,Gunshot,False
607,33,Male,Hispanic,27/02/2020,Clarkdale,AZ,Gunshot,False
608,39,Male,Hispanic,27/02/2020,Jacksonville,FL,Gunshot,False
611,30,Male,Hispanic,26/02/2020,Greeley,CO,Gunshot,False
612,30,Male,White,26/02/2020,Tahlequah,OK,Gunshot,False
613,54,Male,Unknown race,26/02/2020,Sylvania Township,OH,Gunshot,False
614,Unknown,Male,Unknown race,26/02/2020,Garden Grove,CA,Gunshot,True
615,35,Male,Unknown race,26/02/2020,Kansas City,MO,Gunshot,False
616,30,Male,Black,26/02/2020,Bradenton,FL,Gunshot,False
617,16,Male,White,25/02/2020,Georgetown,TX,Gunshot,False
618,23,Male,Native American,25/02/2020,Pocatello,ID,Gunshot,False
619,38,Male,Black,25/02/2020,Tuscumbia,AL,Gunshot,False
620,39,Male,Unknown race,25/02/2020,Shreveport,LA,Gunshot,False
621,56,Male,Unknown race,25/02/2020,Dalzell,SC,Gunshot,False
622,Unknown,Male,Unknown race,25/02/2020,Brea,CA,Gunshot,False
623,19,Male,Black,25/02/2020,Queens,NY,Gunshot,False
624,27,Male,Hispanic,24/02/2020,Milwaukee,WI,Gunshot,False
625,28,Male,White,24/02/2020,Arnold,NE,Gunshot,False
626,20,Male,White,24/02/2020,Floresville,TX,Gunshot,False
627,83,Male,Unknown race,23/02/2020,Jamestown,NC,Gunshot,False
628,36,Male,Hispanic,22/02/2020,Deming,NM,Gunshot,False
630,40,Male,Hispanic,21/02/2020,Arvada,CO,Gunshot,False
631,Unknown,Male,Unknown race,21/02/2020,De Soto,MO,Gunshot,False
632,Unknown,Female,Unknown race,21/02/2020,Phoenix,AZ,Gunshot,False
633,17,Male,Black,20/02/2020,Columbus,OH,Gunshot,False
636,75,Male,White,20/02/2020,Decatur,GA,Gunshot,False
637,38,Male,Hispanic,19/02/2020,Red Bluff,CA,Gunshot,False
638,22,Male,Black,18/02/2020,Orlando,FL,Gunshot,False
640,27,Male,Native American,17/02/2020,Pinetop,AZ,Gunshot,False
641,29,Male,White,17/02/2020,Greenville,TN,Gunshot,False
642,16,Male,Pacific Islander,16/02/2020,Anchorage,AK,Gunshot,False
643,33,Male,Asian,16/02/2020,Long Beach,CA,Gunshot,False
644,34,Male,White,16/02/2020,Harrison County,IN,Gunshot,False
645,40,Male,Hispanic,16/02/2020,Poinciana,FL,Gunshot,False
646,31,Male,White,16/02/2020,Byfield,MA,Gunshot,False
647,21,Male,Hispanic,14/02/2020,Silverton,OR,Gunshot,True
648,44,Male,Hispanic,14/02/2020,Rialto,CA,Gunshot,False
649,58,Male,White,14/02/2020,Lanesboro,NC,Gunshot,False
650,63,Male,White,14/02/2020,Commerce City,CO,Gunshot,False
651,19,Male,Hispanic,13/02/2020,Amarillo,TX,Gunshot,False
652,41,Male,White,13/02/2020,Salt Lake City,UT,Gunshot,False
653,25,Male,Native American,13/02/2020,Dickinson,ND,Gunshot,False
654,37,Male,Hispanic,13/02/2020,Sparks,NV,Gunshot,False
655,42,Male,White,13/02/2020,Bossier City,LA,Gunshot,True
657,33,Male,White,12/02/2020,Baltimore,MD,Gunshot,False
658,51,Male,Native American,12/02/2020,Virginia Beach,VA,Gunshot,False
659,35,Male,White,10/02/2020,Albertville,AL,Gunshot,True
660,40,Male,Black,10/02/2020,Forrest City,AR,Gunshot,False
661,40,Male,White,10/02/2020,Lafayette,LA,Gunshot,False
662,23,Male,Unknown race,09/02/2020,Orlando,FL,Gunshot,False
663,31,Male,Black,09/02/2020,Chicago,IL,Gunshot,False
664,45,Male,White,09/02/2020,Kennewick,WA,Gunshot,False
665,47,Male,White,09/02/2020,Byron,GA,Gunshot,False
666,48,Male,White,09/02/2020,Saginaw,MI,Gunshot,False
667,46,Male,White,08/02/2020,Cuba,MO,Gunshot,False
668,67,Male,White,08/02/2020,Birmingham,AL,Gunshot,False
669,37,Male,Unknown race,07/02/2020,Kansas City,MO,Gunshot,False
670,38,Male,White,07/02/2020,Sapulpa,OK,Gunshot,False
671,41,Male,White,07/02/2020,Chestnut Hill,MA,Gunshot,False
672,37,Male,White,06/02/2020,Port Charlotte,FL,Gunshot,False
673,56,Male,White,05/02/2020,Reno,NV,Gunshot,False
674,23,Male,Black,04/02/2020,Denton,TX,Gunshot,False
675,26,Male,Black,04/02/2020,Home Garden,CA,Gunshot,False
676,33,Male,White,04/02/2020,Allen,OK,Gunshot,False
677,41,Male,White,04/02/2020,Igo,CA,Gunshot,False
679,33,Male,Hispanic,04/02/2020,Topeka,KS,Gunshot,False
680,56,Male,Black,03/02/2020,Salt Lake City,UT,Gunshot,False
681,17,Male,Black,02/02/2020,Wauwatosa,WI,Gunshot,False
682,44,Male,White,02/02/2020,Minot,ME,Gunshot,False
683,63,Male,Unknown race,02/02/2020,Yuma,AZ,Gunshot,False
684,24,Male,White,01/02/2020,Spring Hill,FL,Gunshot,False
685,41,Male,Black,01/02/2020,Fort Myers,FL,Gunshot,False
686,53,Male,Black,01/02/2020,Gulfport,MS,Gunshot,False
687,15,Male,Black,30/01/2020,Columbus,OH,Gunshot,False
688,29,Male,Unknown race,30/01/2020,Kansas CIty,MO,Gunshot,False
689,34,Male,White,30/01/2020,Deposit,NY,Gunshot,False
690,52,Male,Black,30/01/2020,Raleigh,NC,Gunshot,True
691,32,Male,White,29/01/2020,Kasilof,AK,Gunshot,False
692,41,Male,White,29/01/2020,Hockingport,OH,Gunshot,False
693,27,Male,White,28/01/2020,Scottsdale,AZ,Gunshot,False
694,39,Male,Hispanic,28/01/2020,Tucson,AZ,Gunshot,False
695,20,Male,Black,28/01/2020,Graham,NC,Gunshot,False
696,37,Male,White,28/01/2020,Dorton,KY,Gunshot,False
697,22,Male,Black,27/01/2020,Aiken,SC,Gunshot,False
698,43,Male,White,27/01/2020,Lexington Park,MD,Gunshot,False
699,43,Male,Black,27/01/2020,Marlow Heights,MD,Gunshot,False
700,32,Male,White,27/01/2020,Chandler,AZ,Gunshot,False
701,19,Male,Black,25/01/2020,Aurora,CO,Gunshot,False
702,34,Male,Black,25/01/2020,Columbus,OH,Gunshot,False
703,27,Male,White,24/01/2020,San Angelo,TX,Gunshot,False
704,31,Male,Hispanic,24/01/2020,San Diego,CA,Gunshot,True
705,35,Female,White,24/01/2020,Coden,AL,Gunshot,False
706,22,Male,Black,23/01/2020,Savannah,GA,Gunshot,False
707,26,Male,White,23/01/2020,Lakes,AK,Gunshot,False
708,29,Male,Black,23/01/2020,St. Petersburg,FL,Gunshot,False
709,30,Male,White,23/01/2020,Paris,TX,Gunshot,False
710,32,Male,Black,23/01/2020,Bloomingdale,NJ,Gunshot,False
711,32,Male,Black,23/01/2020,Atlanta,GA,Gunshot,False
712,37,Male,Hispanic,22/01/2020,Mesa,AZ,Gunshot,False
713,40,Male,White,22/01/2020,Arvada,CO,Gunshot,False
714,35,Male,Hispanic,22/01/2020,Moore,OK,Gunshot,False
715,20,Male,Black,21/01/2020,Jacksonville,FL,Gunshot,False
716,23,Male,Black,21/01/2020,Denton,TX,"Gunshot, Taser",False
717,24,Male,White,21/01/2020,Atkins,AR,Gunshot,False
718,32,Male,White,21/01/2020,Appleton,WI,Gunshot,False
719,60,Male,Asian,21/01/2020,Lacey,WA,"Gunshot, Taser",False
721,31,Male,Hispanic,20/01/2020,Fountain Valley,CA,Gunshot,False
722,39,Male,White,20/01/2020,Lafayette,IN,Gunshot,False
723,41,Male,White,20/01/2020,Sedona,AZ,Gunshot,False
724,57,Male,White,20/01/2020,Waterbury,CT,Gunshot,False
726,43,Male,White,19/01/2020,Sebring,FL,Gunshot,False
728,19,Male,Black,17/01/2020,Powder Springs,GA,Gunshot,False
729,35,Male,White,16/01/2020,Wausau,WI,Gunshot,False
730,50,Male,White,16/01/2020,West Jefferson,NC,Gunshot,False
732,66,Male,White,16/01/2020,Yerington,NV,Gunshot,False
733,19,Male,Black,15/01/2020,West Haven,CT,"Gunshot, Taser",True
734,31,Male,White,15/01/2020,Mulberry,FL,Gunshot,False
735,35,Male,White,15/01/2020,Missoula,MT,Gunshot,False
736,55,Male,Black,15/01/2020,Cocoa,FL,Gunshot,True
737,47,Male,Black,15/01/2020,Lawrenceville,GA,"Gunshot, Taser",False
738,51,Male,Hispanic,14/01/2020,The Villages,FL,Gunshot,False
739,29,Male,Black,13/01/2020,Gary,IN,Gunshot,False
740,45,Male,White,13/01/2020,San Antonio,TX,Gunshot,False
741,47,Male,White,12/01/2020,Carthage,MO,Gunshot,False
742,43,Male,White,11/01/2020,New Castle,CO,Gunshot,False
743,47,Male,Black,11/01/2020,Bainbridge,GA,Gunshot,False
744,49,Male,Black,11/01/2020,Miami Beach,FL,"Gunshot, Taser",False
745,52,Male,White,11/01/2020,Wheat Ridge,CO,Gunshot,False
746,31,Male,Hispanic,11/01/2020,Culver City,CA,Gunshot,False
747,25,Male,Pacific Islander,10/01/2020,Town and Country,WA,"Gunshot, Taser",False
748,30,Male,White,09/01/2020,Bismarck,ND,Gunshot,False
749,34,Male,White,09/01/2020,Semmes,AL,"Gunshot, Taser",False
750,37,Male,Black,09/01/2020,New York,NY,Gunshot,True
751,41,Male,Unknown race,09/01/2020,Powhatan,OH,Gunshot,False
752,42,Male,Black,09/01/2020,Philadelphia,PA,Gunshot,False
753,24,Male,Hispanic,09/01/2020,Muscoy,CA,Gunshot,False
754,27,Male,Unknown race,08/01/2020,Baker,CA,Gunshot,False
755,34,Male,White,08/01/2020,Bismarck,MO,Gunshot,False
757,21,Male,White,07/01/2020,Asheboro,NC,Gunshot,False
758,59,Male,White,07/01/2020,Delta Junction,AK,Gunshot,False
759,23,Male,Unknown race,06/01/2020,Aurora,CO,Gunshot,False
760,28,Male,Hispanic,06/01/2020,Albuquerque,NM,Gunshot,False
761,28,Male,Hispanic,06/01/2020,Phoenix,AZ,Gunshot,False
762,33,Male,Pacific Islander,06/01/2020,Kailua,HI,Gunshot,False
763,17,Male,Black,05/01/2020,Jacksonville,FL,Gunshot,False
764,18,Male,Black,05/01/2020,Sparks,NV,Gunshot,False
765,27,Male,Black,05/01/2020,Milford,DE,Gunshot,False
766,30,Male,Hispanic,05/01/2020,Lubbock,TX,Gunshot,False
767,50,Male,White,05/01/2020,Oklahoma City,OK,"Gunshot, Taser",False
768,57,Male,White,05/01/2020,Elkmont,AL,Gunshot,False
769,25,Male,Black,04/01/2020,Chicago,IL,"Gunshot, Taser",False
771,28,Male,White,02/01/2020,Holt,MO,Gunshot,False
772,30,Male,Hispanic,02/01/2020,Chicago,IL,Gunshot,False
773,30,Male,Hispanic,02/01/2020,Ansonia,CT,"Gunshot, Taser",True
774,41,Male,White,02/01/2020,Murrieta,CA,Gunshot,True
775,69,Male,Unknown race,02/01/2020,Hillsboro,OR,Gunshot,False
776,26,Male,Black,02/01/2020,North Las Vegas,NV,Gunshot,True
777,20,Male,Hispanic,01/01/2020,Denver,CO,Gunshot,True
778,24,Male,White,01/01/2020,Warsaw,VA,Gunshot,False
779,29,Male,Unknown race,01/01/2020,Central Point,OR,Gunshot,True
780,25,Male,White,01/01/2020,Grass Valley,CA,"Gunshot, Taser",False
781,23,Male,Black,31/12/2019,Federal Way,WA,Gunshot,False
782,28,Male,White,31/12/2019,Globe,AZ,Gunshot,False
783,49,Male,White,31/12/2019,Cross Lanes,WV,Gunshot,False
784,57,Male,Black,31/12/2019,Omaha,NE,Gunshot,False
785,47,Male,Unknown race,31/12/2019,Blue Mountain,MS,Gunshot,False
787,37,Male,Black,31/12/2019,Chesterfield,MO,Gunshot,False
789,27,Male,White,30/12/2019,Fulton,MO,Gunshot,False
790,51,Female,White,30/12/2019,Wichita,KS,Gunshot,False
791,29,Male,White,29/12/2019,Rapid City,SD,Gunshot,False
792,50,Male,Hispanic,29/12/2019,El Centro,CA,Gunshot,False
793,76,Male,Unknown race,29/12/2019,Byhalia,MS,Gunshot,False
794,Unknown,,Unknown race,29/12/2019,Lafayette,IN,Gunshot,False
795,34,Male,White,29/12/2019,Juneau,AK,Gunshot,False
796,31,Male,White,28/12/2019,Lancaster,OH,Gunshot,False
797,34,Male,White,28/12/2019,Clearlake Oaks,CA,Gunshot,False
798,52,Male,White,28/12/2019,Houston,TX,Gunshot,False
799,27,Male,Hispanic,28/12/2019,Bakersfield,CA,Gunshot,False
800,31,Male,White,28/12/2019,Elizabethton,TN,Gunshot,False
801,43,Male,White,27/12/2019,Newport News,VA,Gunshot,False
802,Unknown,Male,White,27/12/2019,Linthicum Heights,MD,Gunshot,False
803,16,Male,Hispanic,27/12/2019,Limerick,ME,Gunshot,False
804,42,Male,White,27/12/2019,South Ogden,UT,Gunshot,False
805,35,Male,Hispanic,26/12/2019,Auburndale,FL,Gunshot,False
806,35,Male,Black,26/12/2019,Memphis,TN,Gunshot,False
807,59,Female,White,25/12/2019,Ocala,FL,Gunshot,False
808,23,Male,Black,25/12/2019,Atlanta,GA,Gunshot,False
809,56,Male,Unknown race,24/12/2019,Springfield,MO,Gunshot,False
810,60,Male,Black,24/12/2019,Oklahoma City,OK,Gunshot,False
811,65,Male,White,24/12/2019,Deltona,FL,Gunshot,True
812,24,Male,White,23/12/2019,Bryant,AR,Gunshot,False
813,34,Male,Hispanic,23/12/2019,San Antonio,TX,Gunshot,False
814,38,Male,Hispanic,23/12/2019,Phoenix,AZ,Gunshot,False
815,24,Male,Black,22/12/2019,Pittsburgh,PA,Gunshot,False
816,46,Male,Black,22/12/2019,Hattiesburg,MS,Gunshot,False
817,Unknown,Male,Unknown race,22/12/2019,Redding,CA,Gunshot,False
818,40,Male,White,21/12/2019,Huntington,UT,Gunshot,False
819,57,Male,White,21/12/2019,Evansville,IN,Gunshot,False
820,57,Male,White,21/12/2019,Ithaca,NY,Gunshot,False
821,26,Male,White,21/12/2019,Carrollton,GA,Gunshot,False
822,44,Male,White,20/12/2019,Lynn,IN,Gunshot,False
823,61,Male,Black,20/12/2019,Winston-Salem,NC,Gunshot,False
824,21,Male,Black,19/12/2019,Brentwood,NY,Gunshot,False
825,25,Male,Black,19/12/2019,Tempe,AZ,Gunshot,False
826,28,Male,Black,19/12/2019,Lenoir,NC,Gunshot,False
827,29,Male,White,19/12/2019,Davis,CA,Gunshot,False
828,38,Male,White,19/12/2019,Carthage,TN,Gunshot,False
830,47,Male,White,19/12/2019,Lakewood,CO,Gunshot,False
831,29,Male,Unknown race,18/12/2019,Tulsa,OK,Gunshot,False
832,27,Male,Pacific Islander,17/12/2019,Kapolei,HI,Gunshot,True
833,27,Male,White,17/12/2019,Fort Walton Beach,FL,Gunshot,False
834,31,Male,White,17/12/2019,Wilmington,NC,Gunshot,False
835,41,Male,White,17/12/2019,Great Falls,MT,Gunshot,False
836,63,Male,Unknown race,17/12/2019,El Paso,TX,Gunshot,False
837,34,Male,Pacific Islander,16/12/2019,Honolulu,HI,Gunshot,False
838,Unknown,Male,Hispanic,16/12/2019,Los Angeles,CA,Gunshot,False
839,28,Male,White,16/12/2019,San Bernardino,CA,Gunshot,False
840,23,Male,White,15/12/2019,Milwaukee,WI,Gunshot,False
841,40,Male,Asian,15/12/2019,Akron,OH,Gunshot,False
842,52,Male,Asian,15/12/2019,Minneapolis,MN,Gunshot,True
843,27,Male,Hispanic,15/12/2019,Brownsville,TX,Gunshot,False
844,18,Male,Hispanic,14/12/2019,Pasco,WA,Gunshot,False
845,22,Male,Black,14/12/2019,Jacksonville,FL,Gunshot,True
846,42,Male,White,14/12/2019,Tucson,AZ,Gunshot,False
847,65,Male,Black,14/12/2019,Detroit,MI,Gunshot,False
848,22,Male,Black,12/12/2019,Tampa,FL,Gunshot,False
849,23,Male,White,12/12/2019,Ozark,AL,Gunshot,False
850,24,Male,Black,12/12/2019,St. Louis,MO,Gunshot,False
851,30,Male,White,12/12/2019,New Cordell,OK,Gunshot,False
852,43,Male,Unknown race,12/12/2019,Orange,CA,Gunshot,True
853,43,Male,White,12/12/2019,Renton,WA,Gunshot,False
854,34,Male,Black,12/12/2019,Anaheim,CA,Gunshot,True
855,31,Male,White,11/12/2019,League City,TX,Gunshot,False
856,23,Male,Black,10/12/2019,Beloit,WI,Gunshot,False
857,31,Male,Black,10/12/2019,Andrews,SC,Gunshot,False
858,42,Male,Hispanic,10/12/2019,Hesperia,CA,Gunshot,False
859,42,Male,White,10/12/2019,Fort Madison,IA,Gunshot,False
860,47,Male,Black,10/12/2019,Jersey City,NJ,Gunshot,False
861,50,Female,Black,10/12/2019,Jersey City,NJ,Gunshot,False
862,55,Male,White,10/12/2019,Arietta,NY,Gunshot,False
863,66,Male,White,10/12/2019,Semmes,AL,Gunshot,False
864,68,Male,White,10/12/2019,Elkland,PA,Gunshot,False
865,47,Male,Black,09/12/2019,Independence,LA,Gunshot,False
866,51,Male,White,08/12/2019,Portland,OR,Gunshot,False
867,35,Male,White,07/12/2019,Fayetteville,AR,Gunshot,False
868,65,Male,White,07/12/2019,Nokomis,FL,Gunshot,False
869,17,Male,Black,06/12/2019,Bentonville,AR,Gunshot,False
870,23,Male,White,06/12/2019,Westminster,CO,Gunshot,False
871,41,Male,White,05/12/2019,San Bernardino,CA,Gunshot,False
872,41,Male,Black,05/12/2019,Miramar,FL,Gunshot,False
873,41,Male,Black,05/12/2019,Miramar,FL,Gunshot,False
874,58,Male,Black,05/12/2019,Avon,CO,Gunshot,False
877,31,Male,Black,05/12/2019,Marshall,TX,Gunshot,False
878,26,Male,Black,03/12/2019,Kansas City,MO,Gunshot,False
879,31,Male,Black,03/12/2019,Syracuse,NY,Gunshot,True
880,58,Male,White,03/12/2019,Ada,OK,Gunshot,False
882,21,Male,Black,02/12/2019,Daytona Beach,FL,Gunshot,True
883,38,Male,Asian,02/12/2019,El Monte,CA,Gunshot,False
884,28,Male,Black,02/12/2019,Temple,TX,Gunshot,False
885,16,Male,Hispanic,01/12/2019,Fort Pierce,FL,Gunshot,False
887,60,Male,White,01/12/2019,Concord,CA,Gunshot,True
888,68,Male,White,01/12/2019,Secaucus,NJ,Gunshot,False
889,68,Male,Black,01/12/2019,Morrow,GA,Gunshot,False
890,25,Male,White,01/12/2019,Plant City,FL,Gunshot,False
891,40,Male,Hispanic,30/11/2019,Eugene,OR,Gunshot,False
892,40,Male,White,29/11/2019,Aurora,CO,Gunshot,False
893,46,Male,Unknown race,29/11/2019,Lewes,DE,Gunshot,False
894,60,Male,White,29/11/2019,Lakeland,FL,Gunshot,False
895,54,Male,White,29/11/2019,Modesto,CA,Gunshot,True
896,Unknown,,White,29/11/2019,Eatonville,WA,Gunshot,False
897,31,Male,Black,28/11/2019,Tampa,FL,Gunshot,False
898,34,Male,White,28/11/2019,South West Township,MO,Gunshot,False
903,51,Male,White,26/11/2019,Greeneville,TN,Gunshot,True
904,48,Male,White,26/11/2019,Parkton,MD,Gunshot,True
905,22,Male,Black,25/11/2019,Hollywood,CA,Gunshot,True
906,42,Male,White,25/11/2019,Great Falls,MT,Gunshot,False
907,36,Male,White,25/11/2019,Enumclaw,WA,Gunshot,False
908,34,Male,White,24/11/2019,Caledonia,MI,Gunshot,False
909,28,Male,Black,23/11/2019,Chester,SC,Gunshot,False
910,24,Male,Hispanic,23/11/2019,Pueblo,CO,Gunshot,False
911,37,Male,Black,22/11/2019,Elizabethtown,NC,Gunshot,False
912,18,Male,Black,20/11/2019,Henderson,NV,Gunshot,True
913,42,Female,White,20/11/2019,Los Angeles,CA,Gunshot,False
914,51,Male,White,20/11/2019,Hampton,GA,Gunshot,False
915,55,Male,White,20/11/2019,Dahlonega,GA,Gunshot,False
917,34,Male,Hispanic,19/11/2019,Los Angeles,CA,Gunshot,False
918,34,Male,White,19/11/2019,Morongo Valley,CA,Gunshot,False
919,38,Male,Hispanic,19/11/2019,Kewaunee,WI,Gunshot,False
920,41,Male,White,19/11/2019,Horn Lake,MS,Gunshot,False
921,50,Male,Hispanic,19/11/2019,Preston,ID,Gunshot,False
922,26,Male,White,18/11/2019,Randolph,MO,Gunshot,False
923,28,Male,Black,18/11/2019,Mesa,WA,Gunshot,False
924,27,Male,White,16/11/2019,Mesa,AZ,Gunshot,False
